id,name,description,property type,type details,promotional models (csv),promotional model (primary),is primary,tags,social reach,reach label
"101615130","Texmaster Online -Capital Gains Tax Calculator","A high-value, free online calculator dedicated to helping US users calculate capital gains tax liability and actively seeking tax preparation software solutions. We drive targeted traffic ready to file their taxes.","WEBSITE","https://texmaster.online","CONTENT_BLOG_MEDIA","CONTENT_BLOG_MEDIA","Yes","","",""
